title,link,author,wordNum,read,discription
代孕成婚,https://www.biquker.com/xiaoshuo/6181.html,琉璃月,1368000字,14,《代孕成婚》是由作者琉璃月编写的一部言情小说，目前已完结，主角是顾欢颜、北冥墨，小说的故事主要讲述了十八岁她走投无路，一纸协议她成为代孕妈妈。谁知一胎双子，她不舍孩子，私心偷走一个宝宝。五年后，他是高高在上的富豪名人，身旁跟着一个俊俏的小男孩，那一刻，她才明白，她思念了五年的另一个孩子，原来就在他的身边……他将她禁锢，逼到角落，，温热的气息吹过她的耳垂：“顾欢颜，偷了我的孩子，你想逃到哪里去？”
傻王爷的毒医狂妃,https://www.biquker.com/xiaoshuo/6179.html,凌雨夕,82000字,2,《傻王爷的毒医狂妃》是由作者凌雨夕编写的一部穿越小说，目前已完结，主角是月漓风、南宫睿渊，小说的故事主要讲述了月漓风，月城最为著名远扬的“废物三小姐”。幕弑天，二十一世纪医学世家最顶尖的医学天才，医术、毒术超群，一手银针风云莫测，杀人于无形，黑道上的人都叫他“鬼影”，杀人不见血。男主同样腹黑强大，外表痴傻癫狂，事实却是将人心玩弄于掌心之上，心狠手辣，最最擅长的就是扮猪吃老虎。“漓漓---”某日，漓风看着她家王爷脸上，青一块紫一块的伤痕，大发雷霆。“小睿，这到底是谁干的？”南宫睿渊天真可爱一般的看着她，哇的
总裁的秘密情人,https://www.biquker.com/xiaoshuo/6178.html,月牙儿,1654000字,739,《总裁的秘密情人》是由作者月牙儿编写的一部言情小说，目前已完结，主角是洛轻云、苏宸晧，小说的故事主要讲述了他是富可敌国的神秘金主，在她最需要钱的时候出现在她面前。缠绵过后，她拿钱走人，两不相干。再见面，他是只手遮天的商业皇帝，她是五星级酒店小小经理。一声令下，她被迫成为他的私人管家，管理他的吃，喝，拉，撒，睡……“洛管家，总裁胃口不好，你去陪他吃点东西吧。”助理通知她。“洛管家，总裁心情不好，你去陪他玩玩吧。”“洛管家，总裁睡眠不好，你去陪他……”洛轻云忍无可忍，“我只是个管家，不是三陪！”助理一脸无辜，
半生荒唐，余生有你,https://www.biquker.com/xiaoshuo/6177.html,芸生,102000字,124,《半生荒唐，余生有你》是由作者芸生编写的一部言情小说，目前已完结，主角是白梓岑、梁延川，小说的故事主要讲述了所有年少时的爱恨情仇，都被尘封进了时光的坟墓里，走不出，进不去。经年重逢，他是高高在上的检察官，她是流落尘埃的卑微女人。她曾想过千万遍重遇他时的模样，却不想是如今一番景状。他得以重遇你，依旧爱你如初。跌撞半生，半生荒唐；余生有你，不盼来生。
嫡女毒心,https://www.biquker.com/xiaoshuo/6175.html,蓝凌薇,448000字,2,《嫡女毒心》是由作者蓝凌薇编写的一部重生小说，目前已完结，主角是南宫墨雪，小说的故事主要讲述了当亲兄长在眼前被射杀，父亲被斩，相府被抄之时，她才知道原来她只不过是别人的垫脚石！当言笑晏晏的表姐将她双腿斩断，她眼睁睁看着亲人惨死街头之时，她才知道寄人篱下的表姐谋的从来都是她南宫府的性命！当她深爱的夫君绝情的命人对身怀六甲的她灌下红花时，她才知道自己的五年真心只换来的只有狼心狗肺！一朝风临天下却换来南宫家满门抄斩，尸横遍野！前生的她引狼入室听信小人姨母唆使，害死自己娘亲！表姐恶毒，自己后位被废，害得孩子胎死腹
昏婚欲睡,https://www.biquker.com/xiaoshuo/6174.html,步从容,3136000字,5,《昏婚欲睡》是由作者步从容编写的一部言情小说，目前已完结，主角是秦暮楚、楼司沉，小说的故事主要讲述了六年前——她说：“给我一百万，我让你要个够！”他将她抵在墙壁上：“秦暮楚，我们之间彻底玩完了！”六年后重逢——他压她在床，“一百万的交易，该是时候连本带利的讨回来了！”“可是我已经结婚了！”对，她结婚已有大半年了！虽然，她对自己的丈夫一无所知，甚至连姓甚名谁她都不清楚。她唯一知晓的是，众人在提及那个男人的时候，无不敬之重之。直到有一天，那个男人如天神般降至她跟前，救她于危难之中，她震惊，不敢置信的瞪着眼前的
法医庶女：盛宠四小姐,https://www.biquker.com/xiaoshuo/6173.html,肆芳,1134000字,1,《法医庶女：盛宠四小姐》是由作者肆芳编写的一部古代言情小说，目前已完结，主角是九月、楼晏，小说的故事主要讲述了九月，特种部队法医精英，思维强大，身手非凡。穿越到元恒皇朝丞相府中的草包四小姐身上。大娘与嫡姐欲置她于死地，生母缠绵病榻朝不保夕，各种阴谋阳谋毒计陷害，她一样一样的陪她们玩个将计就计！圣上赐婚，她需得嫁给安王世子为妻，据说世子病弱，实则……然而故事似乎没有按照正常顺序发展，明明她此刻应该和自己那好看的跟嫡仙儿似的未婚夫婿花前月下，可怎么……九月被按倒在榻上，瞪圆的双眼闪烁着诡密的火花，语气里掺着挑
半生荒唐,https://www.biquker.com/xiaoshuo/6172.html,超灵的佑子,950000字,6,《半生荒唐》是由作者超灵的佑子编写的一部言情小说，目前已完结，主角是苏子诺、战勋爵，小说的故事主要讲述了五年前，战勋爵被敌对势力设计，牵连了无辜的苏子诺，不想一夜过后，她竟怀了孩子。战勋爵为了责任娶了苏子诺，但他爱的人只有薄悠羽，终于他提出了离婚。
异界兽医,https://www.biquker.com/xiaoshuo/6170.html,油炸包子,1224000字,1,《异界兽医》是由作者油炸包子编写的一部玄幻小说，目前已完结，主角是楚天，小说的故事主要讲述了一个临近毕业的兽医学的学生，穿越到异界，一个个以魔兽为国家最终武力的大陆，只会以祭祀激发生命本能来治疗，不会魔法的兽医，治疗了无数棘手的病症，成了上古大祭祀。
另类保镖：美女总裁爱上我,https://www.biquker.com/xiaoshuo/6169.html,风流小二,5418000字,1,《另类保镖：美女总裁爱上我》是由作者风流小二编写的一部小说，目前正在连载当中，主角是，小说的故事主要讲述了  叶凌天，神秘部队退伍军人，为了给妹妹凑集五十万的治疗费用不得不给三元集团的千金小姐李雨欣当贴身保镖。且看经历过太多生死的铮铮硬汉叶凌天如何在这个繁华都市里走出属于自己的一条不平凡的路来。
海贼之火龙咆哮,https://www.biquker.com/xiaoshuo/6168.html,蛇草花露水,60000字,1,《海贼之火龙咆哮》是由作者蛇草花露水编写的一部玄幻小说，目前已完结，小说的故事主要讲述了时值大海贼时代，伟大航路千帆竞渡，群雄并起，吃下了火龙果实的男人，夏洛特家族的叛逆者，开始了他的传说！“能杀死我的话就尽管来试试看吧，如果死在这里那也只是说明我不过如此！”“甜...甜点？谁喜欢甜点了啊？甜点不能算沉迷......甜点.....海贼的事，能算沉迷吗？”这是贪食火龙的航海之旅！
御灵新世界,https://www.biquker.com/xiaoshuo/6167.html,有道言,1104000字,1,《御灵新世界》是由作者有道言编写的一部玄幻小说，目前已完结，主角是黎明，小说的故事主要讲述了幻兽大陆，不一样的修炼体系，人族修炼缓慢，需通过御灵兽成长的反哺带动修炼，于是出现了一大批培养和御使灵兽的修炼者，称御灵使。黎明穿越随身携带随缘精灵系统，竟要用精灵宝可梦大战异界灵兽。在萌物画风的精灵出现异界的那一刻，整个世界均为黎明和精灵而画风突变！
高调强宠：恶魔老公，停一停,https://www.biquker.com/xiaoshuo/6166.html,单兮,2278000字,1,《高调强宠：恶魔老公，停一停》是由作者单兮编写的一部言情小说，目前已完结，主角是苏晚晚、裴慕念，小说的故事主要讲述了不小心睡了某只恶魔之后，她成了他的囊中之物，从此过上了没羞没躁的日子……传说他在商场上冷血无情，在家却对爱妻宠溺入骨。某天记者专访：“裴先生，您对裴太太有不满意的地方吗？”裴先生黑眸轻眯，要说不满意只有，每天晚上他还没尽兴，她就不行了。于是，裴先生大言不惭地说：“充电两小时，持久五分钟。”苏晚晚双颊迅速涨红，腹诽：这个该死的臭流氓！记者又问：“裴太太，您呢？”裴太太咬牙切齿地回答：“充电五分
婚情几许：前夫，请自重,https://www.biquker.com/xiaoshuo/6165.html,泼茶人,1260000字,46,《婚情几许：前夫，请自重》是由作者泼茶人编写的一部言情小说，目前已完结，主角是陆瑶、邵允琛，小说的故事主要讲述了陆瑶用三年都没能邵允琛捂热的心，撞破那些不堪后，她毅然选择放手。递上一纸离婚书：“既然不爱，就离婚吧。”没想到离婚后肚子里多了块肉。前夫撞见她呕吐后，直接长腿一跨，把人堵在洗手间。“谁的？”“不到一个月，放心，肯定不是邵先生你的。”陆瑶淡淡一笑。
武人无敌,https://www.biquker.com/xiaoshuo/6164.html,奇燃,206000字,1,《武人无敌》是由作者奇燃编写的一部玄幻小说，目前已完结，主角是陆燃，小说的故事主要讲述了炼气士们高高在上，视人命如草芥，将武人作门下走狗，谈笑间便搅弄九州风云？陆燃：信不信我一拳打死你们？
暖婚溺爱：邪少的心尖宠儿,https://www.biquker.com/xiaoshuo/6162.html,梨心悠悠,1778000字,5,《暖婚溺爱：邪少的心尖宠儿》是由作者梨心悠悠编写的一部言情小说，目前已完结，主角是陆向暖、霍晏琛、霍睿川，小说的故事主要讲述了“谁要是得罪我的女人，这就是下场！”他冷沉着俊颜，伸手将身子发颤的她紧搂在怀中，跪在一侧的男人瑟瑟发抖，不断痛苦求饶。她对于他的举动感到错愕不已。一项交易，被男朋友设计，一夜旖旎，她成了他的女人，他开始对她百般宠溺。民政局外，她却说：“霍晏琛，我们可不可以就住一起，不领证？”他邪笑着勾起她的下巴，“老婆，我喜欢持证上岗！”人前，他是令人闻风丧胆的邪少，人后，他是专门对她使坏的坏老公
特种神医,https://www.biquker.com/xiaoshuo/6161.html,步行天下,3512000字,1,《特种神医》是由作者步行天下编写的一部都市小说，目前已完结，主角是杜仲，小说的故事主要讲述了杜仲，失传已久的上古医术唯一继承人，无人知晓的超级兵王，可他竟然在医院当了一名小保安，美好的都市生活就此开始。他医术无敌，集百家之长，妙手回春，活人无数，成一代神医；他武力无双，独步都市，畅游百花丛。
呆萌配腹黑：倒追男神1000次,https://www.biquker.com/xiaoshuo/6160.html,忘记呼吸的猫,2024000字,1,《呆萌配腹黑：倒追男神1000次》是由作者忘记呼吸的猫编写的一部言情小说，目前已完结，主角是陈亦然、甜心，小说的故事主要讲述了当年她懵懂无知，想尽一切办法，只希望他能将目光停留在自己身上。后来她恼羞成怒：“陈亦然，把你的手从我身上拿开，你以为我还是那个无知少女么？？”他邪魅一笑，欺身而上堵住她的唇，喃喃道：“嗯……你早已经是无知女人了。”
锦瑟如歌,https://www.biquker.com/xiaoshuo/6159.html,四只耳朵,972000字,1,《锦瑟如歌》是由作者四只耳朵编写的一部古代言情小说，目前已完结，主角是司马醉儿、萧成欢，小说的故事主要讲述了一朝灭门，家破人亡，凶手竟是青梅竹马的爱人。她忍辱负重，身侍仇人，只为有朝一日报得血海深仇。刀山火海尸骨成山，蓦然回首间，刻骨之仇已然入骨相思。
隐婚前妻要逃跑,https://www.biquker.com/xiaoshuo/6158.html,水弄月,768000字,4,《隐婚前妻要逃跑》是由作者水弄月编写的一部言情小说，目前已完结，主角是苏染染、楚墨，小说的故事主要讲述了四年前，她在婚礼上逃脱。四年后，她又在他的婚礼上出现。他问，“四年前为何不辞而别？”她回，“对不起，你认错人了。”他爱她至极、宠他至极、也恨她至极，而这些在她眼里不过是一场笑话。她闯祸，他处理。她伤人，他处理。她进局子，他处理。他从不怪她，反倒安慰，以后无聊可以找我！她不解，“你脑袋是不是被门夹过，要么就是被车撞过，不然你怎么对我这么好？”某男眉头留下三条黑线，“因为，你是我老婆！”
请向我告白[重生],https://www.biquker.com/xiaoshuo/6157.html,暴躁的螃蟹,120000字,8,《请向我告白[重生]》是由作者暴躁的螃蟹编写的一部言情小说，目前已完结，主角是沈溪、苏杭，小说的故事主要讲述了结婚前，沈溪知道未婚夫有一个暗恋了很久的姑娘。离婚后，她才知道那个姑娘是自己。结婚前，沈溪知道这段婚姻没有爱情。离婚后，她才知道前夫娶的就是爱情。结婚前，前夫家财万贯。离婚后，前夫破产了，而自己拥有巨额赡养费。而后，沈溪重生在结婚这天。沈溪就想问一句，说一句喜欢我你能死吗？
问鼎星河,https://www.biquker.com/xiaoshuo/6156.html,萧禹,2580000字,1,《问鼎星河》是由作者萧禹编写的一部玄幻小说，目前已完结，主角是李风扬、苏轻婉，小说的故事主要讲述了仙帝重生成为小小放牛郎，前世的仇人却都依然记得，他发誓要让敌人付出血的代价，偿还他受到的折磨。没料到这个放牛郎的身体竟然是个废柴？！那他只有另辟蹊径，重塑元神。一步一步，逆天崛起，让仙界所有人知道，他仙帝回来了！
神秘帝少独宠妻,https://www.biquker.com/xiaoshuo/6154.html,月阑珊,1928000字,3,《神秘帝少独宠妻》是由作者月阑珊编写的一部言情小说，目前已完结，主角是江璃、墨南爵，小说的故事主要讲述了他是身份尊贵，高不可攀，背景强大的帝国商业奇才。她是身世普通，被姐姐陷害的无名小中医。一朝重生，她阴差阳错被他看中，从此对她恋恋不忘，强势侵占掠夺她的身心！传闻他脾气暴躁，狂妄霸道，但唯独对她痴迷纠缠，宠妻无度。——全世界的人都知道，她是他的心头宝。
打火机与公主裙·长明灯,https://www.biquker.com/xiaoshuo/6153.html,Twentine,112000字,5,《打火机与公主裙·长明灯》是由作者Twentine编写的一部言情小说，目前已完结，主角是朱韵、田修竹、李峋。
打火机与公主裙·荒草园,https://www.biquker.com/xiaoshuo/6152.html,Twentine,118000字,1,《打火机与公主裙·荒草园》是由作者Twentine编写的一部言情小说，目前已完结，主角是朱韵、李峋，小说的故事主要讲述了我有我的国王，我是他不二之臣，我愿为他摇旗呐喊，也愿为他战死沙场。
半欢半爱：千金步步惊婚,https://www.biquker.com/xiaoshuo/6150.html,陌上雪夜,1370000字,3,《半欢半爱：千金步步惊婚》是由作者陌上雪夜编写的一部言情小说，目前已完结，主角是沈尧冰、霍泽琛、沈萱可，小说的故事主要讲述了沈萱可不满霍泽琛是个残废而拒绝嫁给他，无奈之下，沈家只好将养女沈尧冰嫁了过去。知道新娘变人，早就调查清楚的霍泽琛甚为满意。大婚当天，沈尧冰盛装出席，轰动全城。
隐婚100分：惹火娇妻嫁一送一,https://www.biquker.com/xiaoshuo/6147.html,囧囧有妖,4334000字,4,《隐婚100分：惹火娇妻嫁一送一》是由作者囧囧有妖编写的一部言情小说，目前已完结，主角是宁夕、陆霆骁，小说的故事主要讲述了“你救了我，我让我爹地以身相许！”宁夕意外救了只小包子，结果被附赠了一只大包子。婚后，陆霆骁宠妻如命千依百顺，虐起狗来连亲儿子都不放过。“老板，公司真给夫人拿去玩？难道夫人要卖公司您也不管？”“卖你家公司了？”“大少爷，不好了！夫人说要把屋顶掀了！”“还不去帮夫人扶梯子。”“粑粑，谢谢你给小宝买的大熊！”“那是买给你妈妈的。”“老公，这个剧本我特别喜欢，我可以接吗？”陆霆骁神色淡定：“
穷鬼的上下两千年,https://www.biquker.com/xiaoshuo/6146.html,非玩家角色,366000字,1,《穷鬼的上下两千年》是由作者非玩家角色编写的一部历史小说，目前已完结，主角是顾楠，小说的故事主要讲述了她曾经历了长平之战，见证了数十万人的坑杀。她曾率领大秦铁骑，与六国逐鹿天下。她见过天下三分，山河破碎。也听过那袅袅的隆中琴音。贞观盛世她曾一醉今朝，那千古女帝又是如何芳华？她鲜衣怒马过，也曾羽扇纶巾。做过田舍农，也为过教书生。却没人知道，这么一个人，活了两千年。
溺爱鲜妻：隐婚老公放肆宠,https://www.biquker.com/xiaoshuo/6143.html,花木蓝,1230000字,2,《溺爱鲜妻：隐婚老公放肆宠》是由作者花木蓝编写的一部言情小说，目前已完结，主角是佟小曼，小说的故事主要讲述了上次见老公，还是又丑又老还秃顶的老男人。这次见老公，帅气，迷人，又多金。阴差阳错，他们联系在一起。在外，他是杀伐决断、冷血无情的游戏天才，坐拥千亿资产。而在内，却是一个大醋缸、小气鬼！
夜夜缠欢：老公，不要了！,https://www.biquker.com/xiaoshuo/6142.html,风徐徐,3442000字,4,《夜夜缠欢：老公，不要了！》是由作者风徐徐编写的一部言情小说，目前已完结，主角是黎景致、陵懿。
时光不及你情深,https://www.biquker.com/xiaoshuo/6138.html,裸竹,52000字,5,《时光不及你情深》是由作者裸竹编写的一部言情小说，目前已完结，主角是温岐、任平生，小说的故事主要讲述了那年清明时分，雨水缠绵，二十二岁的温岐漫步在细雨的樱花园中。连片的樱花在细雨中含娇欲滴，她流连忘返，雨落了一身也不在意。“姑娘，当心别感冒了。”一把黑色的伞出现在她头顶，握着伞的男人微微笑着。仿佛梦中见过千万次，那男人自雨中漫步来，眉眼之间全是温柔......
天才魔法师,https://www.biquker.com/xiaoshuo/6137.html,神圣祭祀,32000字,2,《天才魔法师》是由作者神圣祭祀编写的一部玄幻小说，目前已完结，主角是林玄冰，小说的故事主要讲述了穿越天才魔法师，身为宗族嫡系七小姐的她，怎么能过着如同猪狗般的生活！灵魂巨变，强者为尊，她堂堂正统嫡系，岂容怠慢？炼丹药、驯奇兽，大陆皆臣服脚下。凡是欺她、负她、背叛她的人，等着接受全系魔法师的怒火吧！
最强弃少,https://www.biquker.com/xiaoshuo/6135.html,鹅是老五,2772000字,1,"《最强弃少》是由作者鹅是老五编写的一部都市小说，目前已完结，主角是叶默，小说的故事主要讲述了叶默蓦然清醒过来的时候，才发现周围的一切似乎都变了，美女师父也不见了。他也发现了自己成了被世家抛弃的弃子，被别人退婚的苦逼,还是被女人站在讲台上拿着他情书羞辱的对象......但是这些都不重要，最重要的是他还记忆起了另外一件原本不属于他的可怕的事情。"
盛宠之嫡妻归来,https://www.biquker.com/xiaoshuo/6132.html,失落的喧嚣,4722000字,2,《盛宠之嫡妻归来》是由作者失落的喧嚣编写的一部重生小说，目前已完结，主角是萧菁菁，小说的故事主要讲述了临死前，她才知道自己这一生活得多荒唐。身为郡主，京中明珠，被人哄骗，嫁人后，为了和爱的男人相守，害死了自己腹中的孩子。更是害死疼爱自己的父王，整个郡王府被抄家。最后才知道那个男人爱的是她的好友被誉为天下第一才女的秦王妃。对方的一句话。她被他亲手扼杀在病榻之上。只因她太碍了人眼。死去后，再睁眼，她离奇重生回到自己未嫁之时。萧菁菁眼中带着嗜血的恨。这一世，她不会再那么痴傻，相信那些贱人，被那些贱人哄骗，那些欠
我的总裁未婚妻,https://www.biquker.com/xiaoshuo/6131.html,隔壁老王,统计中字,3,《我的总裁未婚妻》是由作者隔壁老王编写的一部都市小说，目前已完结，小说的故事主要讲述了我只是一个纯粹的兵王，杀人越货我会，讨好总裁未婚妻却有点难度。  只可惜认生处处是挑战，越不会什么就越来什么，刚搞定未婚妻，后面一排长腿美女都跟着来了……
重生之变废为宝,https://www.biquker.com/xiaoshuo/6130.html,风享云知道,804000字,1,《重生之变废为宝》是由作者风享云知道编写的一部小说，目前正在连载当中，主角是，小说的故事主要讲述了地球末世之后，资源枯竭，生存艰难。仅剩的地球人不得不依附于移民到地球上的异族族群中……　　程晓死了，死得莫名其妙，倒是幸运的重生了，却穿到了一个不受待见的废材身上。(╯‵□′)╯︵┻━┻　　虐待孩子？好吃懒做？自私自利？　　在这凶兽横行，只有冷兵器的环境里，在面临原始生活适者生存的自然淘汰下，程晓无可奈何，只好拖家带口为了生存而奋斗。　　这就是一个把废材变为宝贝，从人人唾弃的黑莲花
影帝先生，受宠吧！,https://www.biquker.com/xiaoshuo/6127.html,帝歌,1774000字,7,《影帝先生，受宠吧！》是由作者帝歌编写的一部言情小说，目前已完结，主角是陆程、季微，小说的故事主要讲述了他是演员，他演的最成功的的角色叫——季微的男人。只是，演着演着，却将一颗心搭了进去。艺人陆程成为影帝之前，是被潜上来的，潜他的是个女总裁，叫季微。初次见面，酒店里，她对他说了三个字：“脱、跪、滚！”那会儿他想，这么凶残的女人，将来谁敢娶她谁就是傻逼。后来，他成了那个傻逼。
邪医狂妻,https://www.biquker.com/xiaoshuo/6126.html,金小财,1462000字,2,《邪医狂妻》是由作者金小财编写的一部玄幻小说，目前已完结，主角是凤无邪，小说的故事主要讲述了睁开眼，她发现自己浑身伤痕，躺在猪圈里！是人是鬼都还没分清，居然先被猪给拱了！开什么玩笑？她可是特种兵部队女军医！竟然与猪同吃同睡？！明明天赋异凛，她却被嘲笑智商、废材！不怕死的太多？见一个拿枪崩一个！可是，她刚崩完一个小贱人，面前咋又出现一个绝世妖孽美男？“女人！乖乖等我，不许嫁给别人！”喂喂，把话说清楚再走！喂喂！美男消失了——凤无邪怒了！我的地盘是你说来就来说走就走的吗？还有那些不怕死的渣男渣女，阎王有命，一
超级修炼系统,https://www.biquker.com/xiaoshuo/6124.html,包租东,3720000字,1,《超级修炼系统》是由作者包租东编写的一部玄幻小说，目前已完结，主角是叶一鸣，小说的故事主要讲述了原本是一名普通的地球人叶一鸣，在带着一款超级修炼系统穿越后，从此他的人生就彪悍起来了！叶一鸣语录：千万不要跟哥比！因为哥怕你伤不起！比炼丹？你不知道我炼制神级丹药时，都是一整炉一整炉的炼？比炼器？你不知道我家的烧火棍都是神器级别的吗？比宠物？哈，别逗了！我家大黑都被我整成神兽了！你咋比？嘘！我再悄悄告诉你，其实我是一个灵根全无的废材！
双面妖女惑天下,https://www.biquker.com/xiaoshuo/6123.html,无风,5326000字,1,《双面妖女惑天下》是由作者无风编写的一部玄幻小说，目前已完结，主角是卫青岚、龙天绝，小说的故事主要讲述了救人一世，尽落个满门抄斩，再世为人，她要逆天改命，毒祸天下！获神剑，契神兽，修神诀，炼天下神器！欺我者亡！虐我者死！诛我全家之人，让你连活都没有可能！再活一世，就是这样猖狂！他是世上最冷漠的九爷，战场见到他的人，都已经死了，人送“活阎王”。本以为他是最无情的九王爷，却变成了自己夜夜变狼的大师兄！“小师妹，我可以罩你一生！”“大师兄，我可以毒你全家！”“太好了！小师妹，我们一起双修祸害全天下！”双煞合并，
爆笑皇后：本宫要改嫁,https://www.biquker.com/xiaoshuo/6122.html,木木兰,284000字,2,"《爆笑皇后：本宫要改嫁》是由作者木木兰编写的一部言情小说，目前已完结，小说的故事主要讲述了“禽兽，别过来！”他家爱妃又缩在床角，一脸苦大仇深了。皇帝默默扶额，想他，一代帝王，英明神武，风流倜傥，却娶了个每天只知道闯祸的皇后，不仅要替她收拾烂摊子，替她挨母后的骂,还要被她到处控诉自己禽兽，老对她用强，要是晚上还不让他满足，这人生也太忧桑了！"
总裁闪婚甜蜜蜜,https://www.biquker.com/xiaoshuo/6120.html,楼萦,2956000字,8,《总裁闪婚甜蜜蜜》是由作者楼萦编写的一部言情小说，目前已完结，主角是简迦南、萧亦寒，小说的故事主要讲述了前世她识人不清，将豺狼当良人，最后落得被摘了子宫，剜了双眼惨死在手术台上。直到死的那一刻，简迦南才知道萧亦寒和她相爱只是为了她的那颗心。重来一世，她只为复仇！上天垂怜，给了她一次重生的机会，倾世的容貌，狠厉的眼神，一瞥一笑间犹如罂粟一般有毒。她步步为营，发誓将害死她的人打入了万劫不复的地狱。又费尽心机处心积虑地赖上前世因渣男被她退婚的男人。某一天，她欺身而上，笑的娇媚惑人：“顾先生，在你眼里我水性杨花，
神妃至上：帝尊，来接驾,https://www.biquker.com/xiaoshuo/6117.html,佰楚,2504000字,1,《神妃至上：帝尊，来接驾》是由作者佰楚编写的一部一切小说，目前已完结，小说的故事主要讲述了她是世间最后一个神魔后裔，历劫而至，成了某人的心尖宠，“做本尊的神妃，这个世界都是你的！”世人只知帝尊大人霸气凛然，剑指苍穹，为众神之首，殊不知他还有个深夜爬床的爱好。帝尊挑眉，欺身而上，“睡我，或是睡你，二选一！”孤云：“？？”有区别吗？？某一日，帝尊大人携世界之礼以身相许，这接还是不接？“女人，你没得选择！”帝尊大人强势夺吻，宣告主权。与此同时，瑞光天降，八族叩拜，万兽臣服，齐声喊道：“神妃至上！”
逆天神妃至上,https://www.biquker.com/xiaoshuo/6116.html,战西野,1922000字,1,《逆天神妃至上》是由作者战西野编写的一部玄幻小说，目前已完结，主角是​慕凌寒、慕清澜、云翊，小说的故事主要讲述了“他”，曾是慕家最耀眼的天才，人人艳羡，不可追赶。“他”，也是慕家最耻辱的存在，筋脉尽毁，沦为废人！从云端跌落尘埃，被家族驱逐，受尽欺凌！殊不知凤凰涅槃，浴火重生！一朝觉醒，天地震荡！翻手为云，覆手为雨，凝元力，炼神体，契神兽，汇星辰之力，掌天下乾坤！慕家三少，绝世风姿，更是引得无数人疯狂追逐！当站在最高的位置，众人仰望，方知——“他”，竟是她！他，背景神秘，实力莫测，清绝卓然，骄傲至极，却唯独
婚前试爱：总裁，慢慢爱,https://www.biquker.com/xiaoshuo/6109.html,芳默默,998000字,4327,《婚前试爱：总裁，慢慢爱》是由作者芳默默编写的一部言情小说，目前已完结，主角是苏涵、唐墨凌，小说的故事主要讲述了一场交易，她成了唐家少夫人，却在新婚夜独守空房。一次次刁难，她隐忍不发，直到血色染红衣裳，她心如死灰。一纸婚约彻底撕毁，独自逃离，只愿此生与他再无瓜葛！却不想，再次相遇，他将她抵在墙角，满脸霸道。“唐少爷，男女授受不亲，请你离开。”苏涵面无表情。男人一脸无赖，把她直接扛起，“小涵，昨日夜里你可不是这么说的。”半饷过后，男人沙哑的声音响起，“还要我离开吗？”“唔……不要……”
爱如繁星,https://www.biquker.com/xiaoshuo/6108.html,匪我思存,86000字,10,《爱如繁星》是由作者匪我思存编写的一部言情小说，目前已完结，主角是繁星、舒熠，小说的故事主要讲述了刚刚结束了多年感情的繁星和刚刚求婚失败的舒熠，两个失恋的人彼此舔舐伤口，却在彼此都毫无所觉之间，新的爱恋萌芽。他们是五年的工作伙伴，朝夕相处，情愫暗生之际，才知道原来两个人如此合拍。浓情蜜意，鱼水情深，就在感情渐渐升温之时，波澜乍起——繁星将要面临至亲重病的噩耗，舒熠将要面临牢狱之灾。两个自顾不暇的人却为对方竭尽所能，只因为爱，只因为信任。命运如同顽皮的孩童，总在你觉得最幸福的时刻投掷灾难。他们最终能否战胜命
原来我是未来大佬的白月光？,https://www.biquker.com/xiaoshuo/6105.html,宅喵,276000字,2,《原来我是未来大佬的白月光？》是由作者宅喵编写的一部奇幻小说，目前已完结，主角是李言蹊、应褚，小说的故事主要讲述了因为不明病症，李言蹊最近开始心绞痛，偶尔还会听到某些人的心声。什么？竹马以后会成为位高权重一方大佬？美艳的大明星是他的绯闻女友，傲娇大小姐是他的爱侣，还有环肥燕瘦的红颜知己。而她则是传说中早早死去的白月光……李言蹊手动再见：竹马诚可贵，生命价更高，情敌太多，她还是溜了溜了。男主：等等，我还能再抢救一下！本文又名《八一八我那个被穿越者围绕的竹马》、《远离or抱大腿，是个好问题》。
末世重生之少主横行,https://www.biquker.com/xiaoshuo/6103.html,风流书呆,344000字,7,《末世重生之少主横行》是由作者风流书呆编写的一部都市小说，目前已完结，主角是龚黎昕、宋浩然，小说的故事主要讲述了被江湖大魔头当做修炼炉鼎圈养起来的地宫少主奋起反抗，本以为身死后可以投个好胎，却不想重生在现代一名文弱少年身上。刚过上一段盛世繁华的太平日子，末日来了。没有空间，没有异能，凭着一身绝世武功，少主照样可以横行末世。
天域苍穹,https://www.biquker.com/xiaoshuo/6102.html,风凌天下,4072000字,20,《天域苍穹》是由作者风凌天下编写的一部玄幻小说，目前已完结，主角是叶笑，小说的故事主要讲述了笑尽天下英雄，宇内我为君主！万水千山，以我为尊；八荒六合，唯我称雄！我欲舞风云，凌天下，踏天域，登苍穹！谁可争锋？诸君可愿陪我，并肩凌天下，琼霄风云舞，征战这天域苍穹！
美女养成师,https://www.biquker.com/xiaoshuo/6101.html,梦回炎黄,1860000字,5,《美女养成师》是由作者梦回炎黄编写的一部都市小说，目前已完结，主角是楚飞、张倩、李冉。
