id,title,rec
6161,特种神医,来自古代的保镖 最强天王 纯阳医仙 逆天狂妃：邪王宠妻无度 枕上豪门：腹黑老公坏坏爱 王爷，别过分 青梅甜甜哒：竹马哥哥宠上瘾 一品狂枭 都市极品神医
6160,呆萌配腹黑：倒追男神1000次,首席娇妻翻滚吧前夫 掀翻时代的男人 原来我是未来大佬的白月光？ 绝色召唤师：腹黑公子无良妾 冷妃狂妄：双面王爷请接招 重生毒后不好惹 太子妃升职记2：公主上嫁记（全集） 总裁老公宠婚忙 食色生香：天降彪悍小厨娘
6159,锦瑟如歌,总裁追妻别放手 醒来觉得甚是爱你 冲喜王妃：相公不好惹 飞天 但求来世不遇君 王爷你好贱 美人余香 地府建设计划书 蜜宠101次：宝贝，要听话！
6158,隐婚前妻要逃跑,悠闲小农女 网游之天谴修罗 极品阎罗系统 道神 邪王嗜宠：惊世弃妃太嚣张 斗破苍穹Ⅱ：绝世萧炎 剑神纵横异界 全能明星系统 绝地求生之枪皇
6157,请向我告白[重生],萌妻来袭：季少莫逃 豪门逃嫁101次 甜不知耻 宠妻狂魔别太坏 富婆妈咪的天才儿子们 血族新娘 深情不枉此生 征服六个你 最强弃少
6156,问鼎星河,东宫 重生为凤：癫狂王爷哪里逃 绝品透视 绝色丹药师：鬼王妖妃 重生之特工嫡女 神医狂妃：邪王宠妻无度 重生之军门商女 盛世凰妃：惹上腹黑魔少 我欲成凰：师父劫个色
6154,神秘帝少独宠妻,家有仙妻 预谋爱情 魔兽剑圣异界纵横 裂锦+番外 步步逼婚：抢来的老公 盛世隐婚：绝宠小娇妻 鬼王的金牌宠妃 妾本惊华 重生国民男神：九少，请指教！
6153,打火机与公主裙·长明灯,绝对契合+番外 三嫁+番外 前妻，别来无恙 打火机与公主裙·荒草园 名门盛婚 竹马成双对 凤吟霜君墨尘 宋斯曼顾少霆 一切从天行九歌开始崛起
6152,打火机与公主裙·荒草园,打火机与公主裙·长明灯 前妻，别来无恙 凤吟霜君墨尘 剑临天下 绝对契合+番外 竹马成双对 三嫁+番外 宋斯曼顾少霆 名门盛婚
6150,半欢半爱：千金步步惊婚,盛世红颜：弃妃傲天下 黑道冷枭的赔心交易 隔壁那个饭桶 花家喜事2 六宫凤华 我的美女总裁老婆 薄荷荼靡梨花白 邪王辣妃 皇家女法医
6147,隐婚100分：惹火娇妻嫁一送一,洪荒逍遥傲世录 九玄天帝 修仙归来在校园 七周恋爱体验[娱乐圈] 女神的功夫高手 许你万丈光芒好 农门厨娘：相公在下，我在上 带着空间去种田 重生之天才狂女
6146,穷鬼的上下两千年,唐门高手在异世 武道神尊 傲剑天下 书剑长安 冷王在上：弃妃要翻身 天涧龙吟 谁的青春不迷茫 王牌保镖 三生三世枕上书
6143,溺爱鲜妻：隐婚老公放肆宠,修仙归来在校园 都市修真邪少 带着空间去种田 汾乔是只小刺猬 超级龙祖 军婚撩人：首长大人请深吻 第一仙师 娇宠农门小医妃 都市最强兵王
6142,夜夜缠欢：老公，不要了！,超级黑道学生 浮沧录 一宠成瘾：娇妻无处逃 王爷五行缺我 老公，这次来真的 时间都知道 金钱美人志 时光忘记我爱你 夫人芳龄三岁半
6138,时光不及你情深,特品暴王 蛮荒记 职美上司 她的小梨涡 庶女·明兰传 霸王爱人 情风律意 总裁夜敲门：萌妻哪里逃 只为他折腰+番外
6137,天才魔法师,万道成神 御灵新世界 重生之嫡女祸妃 摄政王妃 唯我独尊 武印大陆 太古神墓 医手遮天 侯门弃女：妖孽丞相赖上门
6135,最强弃少,农门长姐 唯你挚爱钟情 农门娇长媳 一胎三宝：总裁大人请关门！ 快穿：女主驾到，女配休猖狂 金牌婚宠：老婆买一送二 老婆大人有点暖 农家小地主 萌宝快递：拐个妈咪送爹地
6132,盛宠之嫡妻归来,天才高手 深情不枉此生 三生三世莲理枝（全集） 战神狂宠：绝品逆天邪妃 南风也曾入我怀 心尖制爱 毒妻逆袭攻略 快穿之男神不按套路出牌 神霄煞仙
6131,我的总裁未婚妻,神手绝命 妃戴凤冠美如画 解忧杂货店 朕心爱的丑姑娘，请多指教 青梅萌妻：冷少的掌心宝 嫡女医策，权倾天下 染爱成瘾：腹黑老公请站住 校草心尖宠：吻安，小甜心 我拿时光换你一世痴迷
6130,重生之变废为宝,妃常纨绔：拐个王爷来生娃 神医小萌妃：帝尊，太难撩！ 至尊妖孽兵王 特种兵王闯都市 都市之超级医神 骗婚总裁：独宠小娇妻 宫心谋之庶女皇妃 娇宠农门小医妃 乱世婚宠：夫人要逃婚
6127,影帝先生，受宠吧！,画江湖之不良人 御繁华 重生之锦绣嫡女 败给喜欢 秘爱豪门小太太 毒医萌宝：娘亲，父皇又来逼婚了 我和许仙抢男人 信不信我收了你 婚情不复
6126,邪医狂妻,嫁纨绔 枕边敌人：卧底老婆束手就擒！ 法医娇宠，扑倒傲娇王爷 强势宠婚，莫少的契约娇妻 娇妻有毒：陆少，宠上瘾 神医毒妃：妖孽王爷欠调教 史上最强坑爹系统 温柔妻子的伤心事 秘爱豪门小太太
6124,超级修炼系统,快穿之炮灰女配反击战 校园重生：最强女特工 特工重生：快穿全能女神 王的第五王妃 邪王狂妃：草包庶小姐 废材小姐大神医 诸天万界反派聊天群 校园女特工 重生女相师
6123,双面妖女惑天下,女配上位记[快穿] 嗜血狂神 清穿之炮灰女配 弃妃重生：毒手女魔医 与天同兽 全能之天才学生 绝世武神 天才儿子腹黑娘亲 快穿之渣男攻略
6122,爆笑皇后：本宫要改嫁,邪王追妻：毒医世子妃 流氓艳遇记 倾尽天下之乱世繁华 权少蜜宠小娇妻 帝少男神总催婚 八十年代嫁恶霸 傲娇王爷倾城妃 仁医傲少 快穿之Boss女配打脸攻略
6120,总裁闪婚甜蜜蜜,娇妻在上：霸道总裁超给力 妻不可欺：薄情前夫请接招 权少蜜宠小娇妻 玄学大师是学霸 八十年代嫁恶霸 爆笑皇后：本宫要改嫁 千与千寻 金牌王妃 残王宠妻：医妃嫁到请接驾
6117,神妃至上：帝尊，来接驾,索欢101次：老公，轻点撩 医手逆天：邪王毒吻小狂妃 婚然心动：前妻再爱我一次 全能医妃：废物嫡小姐 我爱你我有罪 玉佩里的太子爷 滚蛋吧！渣老公 医妃倾城：王爷是只狼 夏有乔木，雅望天堂
6116,逆天神妃至上,医女有毒 穿成男主糟糠妻+番外 御宠医妃 重生之诀少的军医妻 穿越者吹水群 盛世帝王妃 爱你怎么说 斗罗大陆 邪帝心尖宠：鬼医废材妃
6109,婚前试爱：总裁，慢慢爱,新宠难逃：总裁大叔坏透了 校草驾到：丫头，乖一点 捡了个女鬼俏媳妇 总裁夫人有点冷 尸姐攻略 名门娇宠 豪门闪婚：总裁霸道宠 不科学唯物主义秘密档案 极品辣妈好v5
6108,爱如繁星,总裁，你人设崩了 盛世隐婚：绝宠小娇妻 他的金丝雀 三体（全集） 重生黑客女王：腹黑陛下，撩上瘾 裂锦+番外 黑色豪门:对抗花心上司+番外 御繁华 豪门枭宠：吻安，甜妻
6105,原来我是未来大佬的白月光？,首席娇妻翻滚吧前夫 呆萌配腹黑：倒追男神1000次 恶魔总裁腹黑妻 异界邪君 掀翻时代的男人 总裁老公宠婚忙 食色生香：天降彪悍小厨娘 师父又掉线了 暴君，你又被逼婚了
6103,末世重生之少主横行,"逆天废材：腹黑邪王心尖宠 重生九零年代：萌媳宠上天 国民萌宝宠上天 军少的神医甜妻 九阳玄医 神医毒妃,废物大小姐 爱妻入骨：独占第一冷少 重生之学霸攻略 邪王霸宠：逆天六小姐"
6102,天域苍穹,［快穿］当男配掰弯男主 玄天武神 重生之百花影后 御灵新世界 盛嫁无双：神医王爷不良妃 洪荒之红云大道 野蛮医妃 九转混沌诀 人渣反派自救系统
6101,美女养成师,不落相思意 画爱为牢：总裁请走开 段如兰钟明巍 蜜宠之诱拐小娇妻 都市风流邪少 女神养成计划 一宠成瘾：娇妻无处逃 宋斯曼顾少霆 军婚撩人
6100,她那么那么美,爱劫难逃 我和26岁美女房客 星光萌动入我怀 重生之再嫁 先婚厚爱：误惹天价首席 妖孽儿子腹黑娘亲 时光冉冉负流年 医行九霄 逍遥修真少年
6099,一代妖妃乱宫闱,"重生绝世男神：爷太倾城 重生之超级太子爷 都市战尊 神医毒妃,废物大小姐 蛇蝎不好惹：弃后也妖娆 校花的修仙高手 许你浮生若梦 爱妻入骨：独占第一冷少 九转金身决"
6097,玄学大师是吃货,染爱成瘾：腹黑老公请站住 一起混过的日子 夫君个个太妖孽 我的鬼丈夫 朕心爱的丑姑娘，请多指教 天运相师 青梅萌妻：冷少的掌心宝 爱你是最好的时光 我的总裁未婚妻
6096,皇后闹改嫁,出嫁必从夫 炮灰姐姐逆袭记 爷的女人谁敢动 灵狐妖妃：邪性鬼帝宠上瘾 妻不可欺：薄情前夫请接招 千与千寻 宠妻101式：权少，晚安！ 娇妻在上：霸道总裁超给力 总裁他倾心已久
6095,神医狂妃很嚣张,天诺狂兵 重生七十年代：老公，求嫁！ 重生之邪医修罗 惊世医妃，腹黑九皇叔 逆袭绝色，邪王的倾城狂妃 昏婚欲睡[娱乐圈] 拜见教主大人 战国征途 超级捡漏王
6092,网游之无龄界,神品狂枭 极品霸医 窃玉生香 医妃倾天下 人渣反派自救系统 无双强能 武极神王 玄帝归来 最强修炼系统
6091,邪王嗜宠:神医狂妃,天降巨款 官梯 陛下偏要以身相许 贪财王妃：夫君是个暖宝宝 邪魅冷王倾城妃 重生西游之万界妖尊 陆晋渊温宁 有姝 随身英雄杀
6090,暖宠无限之娇妻入怀来,"错嫁王妃有点忙 我家王爷很傲娇 人生长恨水长东 跑男之终极巨星 重生之名门医妃 医妃倾城：王爷是只狼 丫头拽翻天：驯服恶魔冷校草 天才酷宝神助攻 小仙很萌很倾城:相公,要宠我"
6089,宠妻无度：首席少帝请矜持,法医王妃不好当！ 每天都有大佬想捧红我 强势宠婚，莫少的契约娇妻 最强特种兵之狼牙 名门掠婚：顾少，你够了 婚情不复 快穿游戏：反派boss难攻略 绝色神偷：史上第一废柴 帝少夺心小逃妻
6088,竹马成双对,"一切从天行九歌开始崛起 名门盛婚 打火机与公主裙·长明灯 三嫁+番外 尸宠不衰：第一僵尸夫人 爹地们,太腹黑 前妻，别来无恙 异界纨绔公子 首席的独家宠爱"
6086,山那边的领主,阿蓉(系统) 武弑归墟 深渊主宰 我的妹妹来自日本 影视会员大穿越 医妃火辣辣 神医妖后 劫天命 婚色几许：陆先生入戏太深
6085,愿为你流尽眼泪,入怀娇妻别想逃 无限生存游戏 冷宫弃后：皇上，滚下榻 医妃无价，冷王的神秘贵妻 婚情告急：错嫁总裁 都市无双狂少 武将宠妻手簿 总有一天，你会喜欢我 名动天下
6084,我见贵妃多妩媚,六宫无妃 能不能轻点虐我[穿书] 盛世嫡妃 倾世公主之逆天成凰 铜钱龛世+番外 千秋我为凰 校花的特级近卫 大唐贞观第一纨绔 哥哥太爱我了怎么办——旁观者
6082,圣元大神医,簪中录：女宦官的宫闱秘事 我的绝品娇妻 九凤朝凰：绝色兽妃逆天下 先婚后爱：老公很凶猛 刁妃妖娆：撩个王爷偷个崽 三重门 修仙归来当奶爸 倾城魔妃：逆天召唤师 帝少强宠：国民校霸是女生
6081,穿书之我家竹马是反派,宫心谋之庶女皇妃 大财阀的隐婚甜妻 特种军医在都市 我家的神兽农场 横扫诸强 恶毒女配逆袭计：男配快到碗里来 都市之超级医神 九转金身决 权少情事：情挑渣渣老公
6080,嗜宠而娇：王爷，请上榻,金枝玉叶 重生都市修真 医妃妙手冠朝堂 至尊少年王 武道神尊 纨绔娘子出名门 医妃倾天下 无尽魔焰 剑神归来
6078,美女养成系统,冷王盛宠，一品驭兽妃 季凉川，爱了你这么多年IV 死亡教室 系统重生：首席鬼医商女 糟糕！是心动的感觉 系统：农女御夫手册 重生豪门：霍少暖妻狠撩人 炮灰通房要逆袭 异界邪君
6077,技能制造大师,鬼王的金牌宠妃 妾本惊华 顾南城慕晚安 豪门密爱之贵妻难逑 毒妃戏邪王：驭兽大小姐 军门蜜爱之贵妻难逑 苏回倾喻时锦 魔兽剑圣异界纵横 许你情深共余年
6075,鼎炼天地,宅魔王 武心无极 清穿之娇宠舒妃 冷王盛宠：天才萌宝俏娘亲 变身绝色女神 悠然下东篱 蚕食 狂妃来袭：丑颜王爷我要了 异界兽医
6074,深渊主宰,劫天命 浅情人不知 阿蓉(系统) 盛世宠婚：三个萌宝斗奶爸 神秘老公不见面 毒手巫医 武弑归墟 山那边的领主 荷尔蒙式爱情
6073,快穿之反派男主救赎计划,快穿系统：反派BOSS，放肆撩 最强灵武系统 被迫穿成反派的娇气亲妈 嗜血狂神 双面妖女惑天下 商鼎 与天同兽 清穿之炮灰女配 万千宠爱[快穿]
6072,神秘金瞳,最强修仙高手 绝世高手在都市 炼气炼了五千年 擂台之王 第一符师：轻狂太子妃 荒野直播之独闯天涯 绝世医途 牧神记 花娇
6070,最强修炼系统,三生三世枕上书 天涧龙吟 医妃倾天下 网游之无龄界 至尊少年王 谁的青春不迷茫 穷鬼的上下两千年 窃玉生香 极品霸医
6069,邪医修罗：狂妃戏魔帝,末世氪金玩家 冥帝绝宠：逆天神医毒妃 火影之恶魔法则 穿书后我嫁给了残疾暴君 食色生香 修罗女帝：废材三小姐 系统之绝色召唤师 第一符师：狂傲大小姐 军少独爱闪婚萌妻
6068,人渣反派自救系统,洪荒之红云大道 网游之无龄界 洪荒之我为苍生 御灵新世界 最强修炼系统 神品狂枭 九转混沌诀 异界流氓天尊 武极神王
6066,九零年代富二代,武道乾坤 锦衣夜行 无限内存 不婚不行，总裁缠不休 如若有你，一生何求 皇家蛮妃太嚣张 重生之嫁给大明星 国色芳华 总裁的私有宝贝
6065,刁蛮宠妃：王爷你绿了,狂妃来袭：丑颜王爷我要了 恰好爱绽放 终极教官 网游之大神是BOSS 神医妖后 我的如意狼君 良仙难求 重生之全球巨星 异界修神录
6064,十月蛇胎,三尸语 头号尖锋 诡异女尸 旷世骄子 庆余年 大明王朝1566 陈铁林清音 我师父是鲁班书 神品医少
6062,重生的穿越女配,快穿攻略：我才不是恶毒女配 倾城召唤师 妃常嚣张：小小皇后要翻天 极品阎罗系统 毒妃在上，邪王在下 傲世丹神 隐婚前妻要逃跑 食色生香 医妃遮天
6059,天才萌宝腹黑娘亲,寒武再临 我的弟弟是暴君 亿万首席深深爱 凤月无边 宁负余生不负爱 网游之极品领主 江山策：妖孽成双 农门厨娘：相公在下，我在上 问鼎巅峰
6058,田园佳婿,芸汐传 妖女归来，摄政王接嫁 天怒武尊 绝色玄灵师：邪君的腹黑妃 10066 重生之废材修仙记 天命逆凰 天策绝少 大理寺少卿的宠物生涯
6057,上错花轿嫁对郎,破魔 校花的特级近卫 大唐贞观第一纨绔 太阳神宫 将门狂妃，傻王戏妻成瘾 重生黑客女王：腹黑陛下，撩上瘾 赠你一夜星空 云的抗日 昨夜星辰恰似你
6056,交错时光的爱恋,总裁上司太腹黑 我有一座炼妖塔 贵女娇宠记 我的刁蛮上司 不死凡人 最是无情帝王家 逃婚王妃 一夜深情深几许 夫人，大帅又在作死了
6054,我的医生老婆,钻石总裁：夜深请勿扰 凤临天下之魔妃倾城 夫君个个太妖孽 穿过黑发我的手 阿鲁贝克战记 校草心尖宠：吻安，小甜心 七见倾心：毒舌总裁娶佳妻 盛宠之萌宝来袭 我的鬼丈夫
6053,婢女王妃,情风律意 一树梨花惹相思 至尊狂魔 凤囚凰 生姜红糖 女主渣化之路 偷心高人 暖婚撩人，顾少宠妻上瘾 凤姝京华
6052,因爱成婚,追妻擒心术 腹黑老公：复婚请排队！ 许你情深共余年 不得不爱：总裁请温柔 豪门密爱之贵妻难逑 傲娇王爷倾城妃 限时复婚：纯禽前夫太难缠 宠妻101式：权少，晚安！ 我的姐姐是大明星
6051,残王傻妃：代嫁神医七小姐,特战锋芒 驱魔龙族之极品言灵师 重生之学霸攻略 相爱于微时 星际屠龙战士 唯愿桃花开 爆宠萌妃：神医九小姐 我欲成凰：师父劫个色 离凰
6050,我家王妃是逗比,撩火总裁潜规则 重生之废后逆袭 重生初中校园：最强腹黑商女 国运妙手 惊世毒妃：轻狂大小姐 有个傻瓜曾经爱过你 糟糕！是心动的感觉 摄政王的小萌妃 妃常逃跑：王爷不许抓我
6048,重生之至尊千金,花瓶学霸重生日常 浴血商后：冷夫强宠 萌宝上线：总裁宠妻来袭 逍遥修真少年 朱雀郎君 隋唐英雄之谁与争锋 隐婚挚爱：前夫请克制 她那么那么美 爆宠妖妃：邪王请自重
6047,唯愿桃花开,爱你无期限 驱魔龙族之极品言灵师 残王傻妃：代嫁神医七小姐 特战锋芒 妖妃要出墙：皇叔，冷静点 爆宠萌妃：神医九小姐 星际屠龙战士 凤灵 离凰
6046,独占帝宠：杀手俏医妃,欧总甜蜜温柔妻 娇宠农门小医妃 绝色医妃，邪王请节制 倾城懒妃凤霸天下 甜蜜来袭，专宠伪装小萝莉！ 军婚撩人：首长大人请深吻 带着空间去种田 第一狂妃：绝色邪王宠妻无度 重生贵妻：帝少的心尖宠
6041,密室困游鱼,许你浮生若梦 专治不服：这个草包惹不得 少帅每天都在吃醋 重生之嫡女妖娆 凤门嫡女 天才嫡女，废材四小姐 凤临天下：王妃13岁 倾世帝王宠：鬼魅四小姐 纨绔世子妃
6037,诱妻入怀：不宠你宠谁,戒不掉的喜欢 贺少的闪婚暖妻 爱你是最好的时光 登峰妙手王者 一宠成瘾：老婆你好甜 小仙出逃，宫妃萌萌哒 总统蜜蜜宠：影后，狠不乖！ 蜜爱暖宠小甜妻 王爵的私有宝贝
6035,万界神帝,绝世炼丹师：纨绔四小姐 凤临天下：王妃13岁 重生小地主 天才嫡女，废材四小姐 夜帝心尖宠：鬼枭狂妃 重生之一品嫡女 神医狂妃：天才召唤师 绝世神医：腹黑大小姐 混沌雷帝传
6034,日久成瘾：撩妻总裁轻点宠,妃不好惹：战神王爷请接招 深度蜜爱：帝少的私宠暖妻 一胎三宝：总裁大人请关门！ 金牌婚宠：老婆买一送二 小妻吻上瘾 萌宝快递：拐个妈咪送爹地 我有一座锻造屋 黑红女星洗白白[穿书] 老婆大人有点暖
6033,厨妃有喜,女装勇者踏上复仇之路 罪臣之女的锦绣芳华 木叶的上下五十年 我家有只废天使 最强女婿 网游之极品领主 我的弟弟是暴君 养狐为祸 高冷蛇王，兔妃一抱喜多多
6032,七周恋爱体验[娱乐圈],带着空间去种田 九玄天帝 问鼎巅峰 许你万丈光芒好 隐婚100分：惹火娇妻嫁一送一 天才嫡女妃 我在末世有套房 第一仙师 倾城懒妃凤霸天下
6031,炮灰姐姐逆袭记,宠妻101式：权少，晚安！ 出嫁必从夫 妻不可欺：薄情前夫请接招 娇妻在上：霸道总裁超给力 亿万逐爱 傻王宠妻：妖孽王妃要逆天 腹黑老公：复婚请排队！ 爷的女人谁敢动 追妻擒心术
6029,噬魂天狼,情劫：南灵仙妻 死亡红包群 神剑天骄 唐门高手在异世 穷鬼的上下两千年 绝世飞刀 明朝那些事儿 鬼医毒妃：嫁个绝色小相公 异界龙神
6028,重生之名门影后,重生娱乐圈之名门盛婚 重生七十年代：老公，求嫁！ 昏婚欲睡[娱乐圈] 封念珩简暖 邪帝重生：爆宠小萌妃 嫡女重生 亡后归来 致命嫡女 传奇金眸
6027,医道神龙,总裁的蜜宠娇妻 我的末日堡垒 穿越之锦绣田园 重振大唐 巡狩万界 酒色撩人[快穿]+番外 圣武龙图 将军总被欺负哭 重生之女神养成计划
6026,只为他折腰+番外,职美上司 夜撩甜妻：秘爱豪门小太太 媚者无疆小说 智勇狂兵 庶女·明兰传 王爷五行缺我 六宫凤华 浮沧录 霸王爱人
6022,茅山捉鬼人,三国之蜀汉中兴 西游之悟空是我师弟 生生不灭 一念繁华一念灰 [综漫]豆豆你不懂爱 逆臣 万道独尊 绝世神王在都市 倾城祸水
6021,［快穿］当男配掰弯男主,天域苍穹 御灵新世界 野蛮医妃 快穿反派：撩个男神黑化了！ 重生之百花影后 武道巅峰 九转混沌诀 异世界的美食家 盛嫁无双：神医王爷不良妃
6019,南风也曾入我怀,下堂王妃逆袭记 溺爱豪门小萌妻 超能女神机械心 师父V5：萌徒，洞房 女主你的人设崩了 宠妻狂魔别太坏 战神狂宠：绝品逆天邪妃 深情不枉此生 盛宠之嫡妻归来
6018,玄帝归来,庶女谋略 重生女学霸 网游之无龄界 寂寞空庭春欲晚 医妃倾天下 盛宠之嫡女医妃 重生校园：帝王娇妻暖暖爱 狂女重生：纨绔七皇妃 无上战祖
6017,都市极品医王,女扮男装之公子倾城 全能强卫 炼气炼了五千年 最强女王：早安，修罗殿下 擂台之王 精英大亨 大清贵人 精灵掌门人 校花的贴身兵王
6014,我在末世有套房,日久生情：爱你，一错到底 隔墙有男神：强行相爱100天 问鼎巅峰 七周恋爱体验[娱乐圈] 相逢爱不晚 最是孤绝如梦断 今天也没成功和离 一个女业务员的奋斗 少年江湖物语
6013,我的傲娇鬼夫,逆凰医妃惊天下 天价闪婚：顾少花式宠妻 超级微信 九凤朝凰：绝色兽妃逆天下 三重门 回到过去当女神 萌妻甜蜜蜜：厉少，放肆宠 前妻归来 超级位面种植空间
6012,有姝,重生西游之万界妖尊 真武神帝 陛下偏要以身相许 山河枕 萌帝来袭：摄政王，朕有喜了 蛮荒记 邪魅冷王倾城妃 再生缘：我的温柔暴君+番外 种田之流放边塞
6011,重生之我为神兽,糟糕！是心动的感觉 惊世毒妃：轻狂大小姐 至尊丹王 国运妙手 御凰：调教腹黑女王 撩火总裁潜规则 豪门第一宠：大叔，求放过 我的老婆太宠我 重生豪门：霍少暖妻狠撩人
6010,王爵的私有宝贝,霸道总裁深度宠 国民老公带回家 总统蜜蜜宠：影后，狠不乖！ 名门挚爱：帝少的千亿宠儿 光脑武尊 保镖妈咪：总裁爹地别赖账 闪婚试爱，家有天价影后 总裁夫人有点冷 一宠成瘾：老婆你好甜
6009,最强女王：早安，修罗殿下,全能强卫 恶女重生 盖世枭雄 精英大亨 都市极品医王 快穿系统之女配上位记 大清贵人 借我南风以笑颜 乱世婚宠：夫人要逃婚
6008,透视狂兵,另类保镖：美女总裁爱上我 重修仙帝 末世诸天觉醒 特种战医 神品玄医心经 嫁冠天下 回到史前的特种兵 一胎二宝总裁追妻上瘾 一世兵王
6006,快穿之主神归来,快穿之Boss女配打脸攻略 前妻离婚无效 八十年代嫁恶霸 邪王追妻：毒医世子妃 金牌王妃 傲娇王爷倾城妃 权少蜜宠小娇妻 系统小农女：夫君，劫个色 皇后无所畏惧
6005,提前登陆三百年,溺爱成婚：帝少宠妻如狼 龙武天眼 韶光不负转流年 鉴宝大师 半生荒唐 一生向晚 总裁别再玩了 女主渣化之路 诱宠鲜妻：老婆，生二胎！
6002,药香嫡女：王爷别乱来,万神独尊 邪王溺宠俏王妃 稀里糊涂修了个仙 最强外挂系统 纤纤情劫乱我心 田园小福妻 我的主神妹妹 富婆妈咪的天才儿子们 豪门绝宠之军少溺爱狂妻
6001,神医狂妃：天才召唤师,绝世神医：腹黑大小姐 凤临天下：王妃13岁 武极宗师 风临异世 绝世炼丹师：纨绔四小姐 特工王妃太嚣张 万界神帝 帝君的小狂后 回眸医笑，冷王的神秘嫡妃
5999,第七任新娘,超品医仙 重生公主：暴君宠翻天 一世倾情 魅倾天下 嫡女狂妃：拐个王爷乱天下 重生学霸日常 步步惊华：懒懒小兽妃 帝师 极道天魔
5998,修炼狂潮,男主养成记 异界修神录 良仙难求 不得不爱：总裁请温柔 九零蜜婚：厉少盛宠千亿妻 军阀盛宠：少帅，娇妻不可欺 天下无双 限时复婚：纯禽前夫太难缠 一生向晚
5995,他与星辰皆璀璨,情城以北江暮雨 重生80医世学霸女神 重生校园：学霸女神，宠上瘾 首席通缉令：神秘校草是女生 爱你是我难言的痛 顾少宠妻成瘾 夫人虐渣要趁早 凝霜寒雪楚江南 国民男神是女生：恶魔，住隔壁
5994,末世魔神游戏,欢情不是两三天 猎妻计划：老婆，复婚吧！ 继承者驾到：校草，闹够没！ 大魔王的小酒窝 秘爱豪门小太太 腹黑VS呆萌：竹马诱青梅 名门掠婚：顾少，你够了 我和许仙抢男人 余生，请多指教
5993,神话禁区,帝少的替身新娘 将军，你马甲掉了 惊世医宠：魔君大人，要抱抱 逼婚成宠：三叔请克制！ 龙虎玄卫 蜜汁炖鱿鱼 萌妻难宠，战少别太冷 霸情恶少：调教小逃妻 凤于九天
5992,重生之星际宠婚[娱乐圈],苏回倾喻时锦 魔兽剑圣异界纵横 谁动了我的听诊器 爷的女人谁敢动 不妻而遇 豪门密爱之贵妻难逑 军门蜜爱之贵妻难逑 许你情深共余年 懒妃倾城
5990,幸好流年遇见你,皇后娘娘的五毛特效 盛世医后，冷帝请接招 夜帝独宠：天才萌宝俏娘亲 冥夫缠上身 高冷蛇王，兔妃一抱喜多多 木叶的上下五十年 原来我是女配 成了霸总的心尖宠 真武仙医
5988,我的老公是冥王,冥婚妻子 慕小乔江起云 绝美冥妻 冥君幽情 末日刁民 贩尸笔记 英雄联盟之绝世无双 摆渡人 邪王赖上身：捡个萌货养成妃
5987,傲世九重天,名动天下 总有一天，你会喜欢我 爆宠妖妃：腹黑相爷硬要撩 时光冉冉负流年 纯情花嫁 都市无双狂少 乱唐 医妃无价，冷王的神秘贵妻 大唐将倾
5986,天纵狂妃之至尊驭兽师,宫女上位手册 女帝打脸日常 韩娱之国民女神 嫡女为谋：重生之倾世毒妃 重生之嫡女妖娆 若是分离，不如不遇 异能高手在校园 我的世界只有你 仙级保镖
5984,陪你此生，不离不弃,绝代无双太子妃 报告总裁，胖妻有喜了 不及皇叔貌美 出魂记 韶光不负转流年 中宫 甜宠百分百：校草的萌萌未婚妻 我与你正相遇 国民校草是女生
5983,道印,王爷宠妻忙 远古伊甸 国色生枭 美人为将：皇子军师太倾城 绝美女厂长 武动乾坤 军魂燃燃：特种小娇妻 魔修求生指南 绝世妖卫
5982,崛起军工,蛇蝎不好惹：弃后也妖娆 医妃倾城：腹黑殿下请温柔 校花的修仙高手 皇家蛮妃太嚣张 秦欢白瑾昊 农家娇妻来种田 不见霜露不见君 重生绝世男神：爷太倾城 深宫帝姬传
5980,爆萌小邪妃：腹黑皇叔，轻点宠,娇宠之名门嫡妃 夜帝心尖宠：鬼枭狂妃 一世盛欢：爆宠纨绔妃 医手遮天 重生空间之八零幸福生活 炮灰修真指南 夜帝心尖宠：神医狂妃 万界神帝 绝色丹药师：邪性鬼帝宠上瘾
5977,超强猛将,无限英灵神座 都市之仙尊归来 天下为聘：重生娇妻入怀来 偏执总裁宠上瘾 金秘书 都市风流邪少 医品强少 爱上小狐妖 都市之纨绔天才
5975,最强仙府升级系统,诡当 大汉情缘：云中歌 全能明星系统 萌师在上：逆徒别乱来 废材纨绔之腹黑邪妃 快穿攻略：我才不是恶毒女配 枭宠重生之盛妻凌人 快穿攻略：黑化请谨慎！ 剑神纵横异界
5973,擂台之王,炼气炼了五千年 最强修仙高手 神级至尊奶爸 荒野直播之独闯天涯 精英大亨 神秘金瞳 绝世高手在都市 都市极品医王 花娇
5968,鉴宝大师,女主渣化之路 溺爱成婚：帝少宠妻如狼 暖婚撩人，顾少宠妻上瘾 影帝男神请多指教 醉卧少帅怀 诱宠鲜妻：老婆，生二胎！ 洛欢权陌 从你的全世界路过 恶魔校草住隔壁
5966,皇家蛮妃太嚣张,崛起军工 萌妻不服叔，拒婚亿万总裁 校花的修仙高手 蛇蝎不好惹：弃后也妖娆 不婚不行，总裁缠不休 步步惊华：懒懒小兽妃 绝品强少 重生之嫁给大明星 鬼帝毒宠：惊世狂妃
